name,name,borough,rating,review_count,categories_list,GRADE
ROVE,Rove,Queens,4.1,242,American; Gastropubs; Beer Bar,A
ROWDY ROOSTER,Rowdy Rooster,Manhattan,4.3,268,Indian; Chicken Shop,A
ROYAL CUISINE YARD FOOD,Royal Cuisine Yard Food,Brooklyn,3.9,74,Caribbean; Seafood,A
RUCOLA,Rucola,Brooklyn,4.1,594,Italian; Diners; Breakfast & Brunch,A
RULE OF THIRDS,Rule of Thirds,Brooklyn,4.0,783,Japanese; Breakfast & Brunch; Cocktail Bars,A
RUMA'S KITCHEN,Ruma's Kitchen,Queens,4.0,40,Indian; Bangladeshi; Breakfast & Brunch,B
RUNNER UP,Runner Up,Brooklyn,4.3,37,French; New American,
RUSTIC PIZZA & PASTERIA,Rustic Pizza & Pasteria,Staten Island,4.6,7,Salad; Pizza; Cocktail Bars,A
RUTA OAXACA MEXICAN CUISINE,Ruta Oaxaca Mexican Cuisine,Queens,4.5,330,Mexican; Breakfast & Brunch; Cocktail Bars,A
Reception Bar,Reception Bar,Manhattan,4.3,152,Cocktail Bars; Korean,A
Reverence,Reverence,Manhattan,3.9,25,Modern European,
SABOR AZTECA,Sabor Azteca,Brooklyn,3.5,2,Mexican; American,A
SABOR LATINO SEAFOOD RESTAURANT,Sabor Latino Seafood Restaurant,Bronx,3.9,55,Seafood,A
SAE RON,Sae Ron,Manhattan,4.5,54,Korean; Desserts; Cocktail Bars,A
SAFIR MEDITERRANEAN,Safir Mediterranean,Queens,4.6,122,Mediterranean; Turkish,A
SAGAPONACK,Sagaponack,Manhattan,4.6,327,Bars; Seafood; Asian Fusion,A
SAGAR RESTAURANT,Sagar Restaurant,Queens,3.2,136,Indian; Pakistani; Bangladeshi,A
SAGE,SAGE,Brooklyn,3.7,726,Thai,A
SAHIB,Sahib,Manhattan,4.2,338,Indian,C
SAIGON SOCIAL,Saigon Social,Manhattan,4.2,261,Vietnamese,A
SAKANA SUSHI & HIBACHI STEAKHOUSE,Sakana Sushi & Hibachi Steakhouse,Staten Island,4.1,79,Sushi Bars; Steakhouses,A
SAKE BAR ASOKO,Sake Bar Asoko,Manhattan,5.0,2,Japanese; Bars,
SAKE BAR HAGI,Sake Bar Hagi,Manhattan,4.1,487,Japanese; Wine Bars; Beer Bar,A
SAKE KAWA,Sake Kawa,Queens,4.6,270,Sushi Bars; Ramen,A
SAKURA 7,Sakura 7,Queens,4.0,173,Japanese,A
SALA ASTORIA,Sala Astoria,Queens,4.6,113,Spanish; Tapas/Small Plates,
SALLY'S SMOKEHOUSE,Sally's Smokehouse,Staten Island,4.2,9,Barbeque; Smokehouse; Cocktail Bars,
SALT + CHARCOAL,Salt + Charcoal,Brooklyn,4.0,768,Japanese; Steakhouses; Wine Bars,
SAM SUNNY,Sam Sunny,Manhattan,4.5,263,Korean; Cocktail Bars; Barbeque,A
SAM WOO JUNG,Sam Woo Jung,Manhattan,4.3,178,Korean; Bars; Seafood,A
SAMA STREET,Sama Street,Brooklyn,4.8,231,Cocktail Bars; Pan Asian; Tapas/Small Plates,A
SAMBAK SAMBABJIP,Sambak Sambabjip,Queens,5.0,2,Korean; Barbeque,C
SAMUELS TOP RANKING FISH SHOP,Samuels Top Ranking Fish Shop,Brooklyn,4.1,7,Caribbean; Fish & Chips,A
SAMURAI MAMA,Samurai Mama,Brooklyn,3.9,686,Japanese; Noodles,A
SAN AROY THAI KITCHEN,San Aroy Thai Kitchen,Queens,4.0,153,Thai,B
SAN JOSE RESTAURANT,San Jose Restaurant,Bronx,4.6,72,Mexican; Sandwiches,A
SAN MARINO RISTORANTE,San Marino Ristorante,Manhattan,4.3,230,Italian; Wine Bars; Seafood,A
SAN SABINO,San Sabino,Manhattan,4.4,105,Italian; Seafood; Cocktail Bars,
SAN WEI,San Wei,Queens,4.5,4,Chinese,
SANGARITA'S,Sangarita's,Queens,4.1,410,Spanish; Tapas Bars; Mediterranean,A
SANGER HALL,Sanger Hall,Queens,4.0,67,"Burgers; Cocktail Bars; Beer, Wine & Spirits",A
SANGRIA TAPAS BAR & RESTAURANT,Sangria Tapas Bar & Restaurant,Queens,3.9,201,Tapas Bars; Spanish; Portuguese,A
SANTA PANZA,Santa Panza,Brooklyn,4.5,254,Pizza; Italian; Breakfast & Brunch,A
SANTI,Santi,Manhattan,4.2,15,Italian; Desserts; Cocktail Bars,A
SAPORI RISTORANTE,Sapori Ristorante,Staten Island,4.7,32,Italian,A
SAPPE,Sappe,Manhattan,4.3,252,Thai; Bars; Barbeque,A
SAPPS,Sapps,Queens,4.2,320,Japanese; Sushi Bars,A
SARKU JAPAN,Sarku Japan,Staten Island,2.9,46,Japanese,A
SARTIANO'S,Sartiano's,Manhattan,4.4,110,Italian,A
SATHI,Sathi,Manhattan,4.7,360,Indian; Himalayan/Nepalese,A
SATI'S ROTI SHOP,Sati's Roti Shop,Queens,4.4,14,Indian,A
SAVELLI,Savelli,Brooklyn,4.4,80,Bars; Italian; Venues & Event Spaces,
SAVORY THAI,Savory Thai,Brooklyn,4.7,149,Thai; Noodles; Vegetarian,A
SAWASDE THAI COOKING,Sawasde Thai Cooking,Brooklyn,4.1,183,Thai,A
SAZON DE MI TIERRA,Sazon de Mi Tierra,Queens,4.8,4,Seafood; Breakfast & Brunch; Latin American,A
SCARPETTA,Scarpetta,Manhattan,4.1,2408,Italian; Bars; Desserts,A
SEA,SEA,Manhattan,4.4,10,Thai; Asian Fusion; Cocktail Bars,A
SEA BAR,Sea Bar,Staten Island,4.1,145,Seafood,A
SEA SALT,Sea Salt,Manhattan,4.4,196,Mediterranean; Cocktail Bars; Seafood,A
SEA TO SOUL,Sea To Soul,Manhattan,4.6,17,Seafood; Soul Food; Caterers,
SEA WITCH,Sea Witch,Brooklyn,3.8,303,Lounges; Gastropubs; Beer Bar,A
SEAFOOD CITY,Seafood City,Bronx,3.0,370,Seafood,A
SEAFOOD HIBACHI,Seafood Hibachi,Staten Island,3.9,7,Seafood; Chinese; Chicken Wings,A
SEAGASM,Seagasm,Brooklyn,4.6,5,Seafood; Seafood Markets,A
SEAWALK RESTAURANT,Seawalk Restaurant,Manhattan,5.0,1,Salad; Seafood; Cocktail Bars,
SECRET KITCHEN,Secret Kitchen,Queens,4.1,67,Cantonese,B
SEEYAMAÑANA,Seeyamañana,Manhattan,3.9,86,Mexican; Cocktail Bars,C
SEICHOU RAMEN,Seichou Ramen,Queens,4.5,12,Ramen; Noodles,
SEIS VECINOS RESTAURANT,Seis Vecinos Restaurant,Bronx,3.5,188,Latin American; Mexican; Honduran,
SEMKEH,Semkeh,Brooklyn,4.2,73,Lebanese; Falafel,
SEMMA,Semma,Manhattan,4.1,530,Indian; Wine Bars; Cocktail Bars,B
SEMPRE OGGI,Sempre Oggi,Manhattan,4.1,47,Italian; Desserts; Venues & Event Spaces,
SEN SAKANA,Sen Sakana,Manhattan,4.1,355,Japanese; Peruvian; Kosher,C
SENDO,Sendo,Manhattan,4.4,125,Sushi Bars; Japanese,
SENN THAI COMFORT FOOD,Senn Thai Comfort Food,Manhattan,3.9,354,Thai; Noodles; Comfort Food,
SENSHI RAMEN,Senshi Ramen,Manhattan,4.2,45,Ramen,A
SENTIR,Sentir,Manhattan,4.7,72,Vegan; Mexican,
SEOUL BAP,Seoul BAP,Manhattan,4.8,134,Korean; Cocktail Bars; Tapas/Small Plates,
SEOUL SALON,Seoul Salon,Manhattan,4.0,184,Korean; Cocktail Bars,A
SEOUL TOFU,Seoul Tofu,Queens,4.4,10,Korean,A
SEOUL TTUKBAEGI,Seoul TTukbaegi,Queens,4.7,37,Korean,
SEOULFUL KITCHEN,Seoulful Kitchen,Queens,0.0,0,Korean; Food Delivery Services,
SEPPE PIZZA BAR,Seppe Pizza Bar,Staten Island,4.1,207,Pizza; Cocktail Bars; Italian,A
SERAFINA,Serafina,Manhattan,3.0,460,Italian; Pizza,A
SERENA BISTRO,Serena Bistro,Staten Island,4.3,22,Seafood; Steakhouses; Cocktail Bars,
SERGIMMO SALUMERIA,Sergimmo Salumeria,Manhattan,4.2,761,Italian; Sandwiches,A
SETH THAI RESTAURANT,Seth Thai Restaurant,Queens,5.0,11,Thai,
SEVA INDIAN CUISINE,Seva Indian Cuisine,Queens,4.4,1513,Indian; Vegetarian; Vegan,A
SEVEN SINS,Seven Sins,Manhattan,4.6,16,New American; Sports Bars,
SHAHI DARBAR,Shahi Darbar,Queens,3.9,44,Halal; Indian; Bangladeshi,A
SHALOM JAPAN,Shalom Japan,Brooklyn,3.9,403,Japanese,A
SHAMROCK INN,Shamrock Inn,Bronx,4.5,32,New American; Bars,A
SHAN,Shan,Brooklyn,4.4,124,Cocktail Bars; Szechuan; Noodles,A
SHANAI RESTAURANT & PARTY HALL,Shanai Restaurant & Party Hall,Queens,4.0,1,Venues & Event Spaces; Indian; Bangladeshi,
SHANGERILA RESTAURANT,Shangerila Restaurant,Bronx,3.2,310,Sushi Bars; Buffets; Seafood,A
SHANGHAI 21,Shanghai 21,Manhattan,4.1,2091,Shanghainese,A
SHANGHAI MONG,Shanghai Mong,Manhattan,3.1,662,Korean; Chinese; Asian Fusion,A
SHANGHAI TIME,Shanghai time,Manhattan,4.2,115,Shanghainese,B
SHANGHAI VILLA,Shanghai Villa,Manhattan,4.3,43,Shanghainese,A
SHANGHAI YOU GARDEN,Shanghai You Garden,Queens,4.1,1695,Shanghainese; Dim Sum; Noodles,A
SHAWARMANIA,Shawarmania,Queens,4.1,278,Halal; Middle Eastern; Mediterranean,A
SHAXIAN SNACKS,Shaxian Snacks,Brooklyn,3.8,5,Chinese,A
SHER E PUNJAB GYRO & GRILL,Sher E Punjab Gyro & Grill,Queens,4.3,4,Indian; Middle Eastern; Halal,A
SHI,SHI,Queens,3.6,964,Asian Fusion; Sushi Bars; Japanese,A
SHIAWASE,Shiawase,Brooklyn,2.9,15,Chinese; Japanese; Sushi Bars,B
SHIMIAODAO YUNNAN RICE NOODLE,ShiMiaoDao Yunnan Rice Noodle,Queens,4.4,39,Chinese; Noodles,A
SHINBASHI 72,Shinbashi 72,Manhattan,4.6,114,Japanese; International Grocery,A
SHINGANE,Shingane,Manhattan,4.7,56,Fast Food; Korean; Desserts,A
SHINJUKU RAMEN,Shinjuku Ramen,Manhattan,4.4,194,Ramen,A
SHOGUN OMAKASE,Shogun Omakase,Manhattan,4.4,144,Sushi Bars; Japanese,A
SHOKUNIN BBQ,Shokunin BBQ,Brooklyn,3.7,399,Japanese; Sushi Bars; Barbeque,B
SHOO LOONG KAN,Shoo Loong Kan,Queens,4.3,4,Hot Pot; Seafood; Szechuan,A
SHOO SHOO NOLITA,Shoo Shoo Nolita,Manhattan,4.1,333,Mediterranean,A
SHUKA,Shuka,Manhattan,4.3,1156,Mediterranean; Cocktail Bars; Breakfast & Brunch,A
SHUYA,Shuya,Manhattan,4.8,32,Ramen,
SIEMPRE,Siempre,Brooklyn,4.4,33,Mexican,A
SIENA CAFE,Siena Cafe,Manhattan,3.7,354,Italian; Cocktail Bars; Tapas/Small Plates,A
SIK GAEK,Sik Gaek,Queens,3.9,636,Korean,A
SILKY KITCHEN,Silky Kitchen,Manhattan,4.4,109,Chinese; Salad; Noodles,A
SILVER RICE,Silver Rice,Brooklyn,4.4,354,Japanese; Sushi Bars; Soup,A
SIMON'S BBQ II,Simon's BBQ II,Brooklyn,3.8,75,Chinese; Barbeque,B
SIMPLE FOOD,Simple Food,Staten Island,0.0,0,Chinese; Soup; Sandwiches,A
SIMPLY FRIED,Simply Fried,Queens,4.2,17,Fish & Chips; Seafood; Chicken Wings,
SIMPLY GREEK,Simply Greek,Brooklyn,4.4,80,Greek,A
SING NYC,Sing NYC,Manhattan,4.0,26,Chinese; Hong Kong Style Cafe; Noodles,B
SINGAS FAMOUS PIZZA,Singas Famous Pizza,Queens,3.1,104,Pizza; Italian,A
SINGH PIZZA & PASTA,Singh Pizza & Pasta,Queens,4.0,2,Pizza; Seafood; Breakfast & Brunch,
SINGH'S ROTI SHOP & BAR,Singh's Roti Shop & Bar,Queens,3.4,371,Bars; Indian; Trinidadian,A
SINSA,Sinsa,Manhattan,4.6,16,Korean; American; Cocktail Bars,
SIP & GUZZLE,Sip & Guzzle,Manhattan,4.1,175,Izakaya; Cocktail Bars,A
SIU KITCHEN,Siu Kitchen,Staten Island,4.7,25,Chinese; Hot Pot,A
SKY PAVILION,Sky Pavilion,Manhattan,4.6,39,Chinese,
SKYTOWN,Skytown,Brooklyn,4.0,303,New American; Bars; Cafes,A
SLOW LORIS,Slow Loris,Brooklyn,4.2,196,Korean; Japanese,A
SLURPEAK,Slurpeak,Manhattan,4.2,108,Japanese,
SMITH & MILLS,Smith & Mills,Manhattan,3.7,322,Lounges; New American,A
SMITHEREENS,Smithereens,Manhattan,4.3,16,Desserts; Bars; Seafood,
SNACK TAVERNA,Snack Taverna,Manhattan,3.8,389,Greek; Mediterranean; Tapas/Small Plates,A
SOBA NOODLE AZUMA,Soba Noodle Azuma,Manhattan,4.1,467,Noodles; Izakaya,A
SOBA TOTTO,Soba Totto,Manhattan,3.8,965,Japanese; Salad; Bars,B
SOBRE MASA,Sobre Masa,Brooklyn,4.3,66,Mexican; Cocktail Bars,A
SOCIALE,Sociale,Brooklyn,3.8,81,Italian; Tapas/Small Plates; Pizza,
SODAM,Sodam,Queens,4.2,298,Korean,A
SOFIA,Sofia,Brooklyn,3.8,830,Steakhouses; Italian; Cocktail Bars,A
SOFIA WINE BAR,Sofia Wine Bar,Manhattan,4.2,777,Italian; Wine Bars,A
SOFIA'S GUAC BAR,Sofia's Guac Bar,Staten Island,4.3,6,Mexican; Bars; Food Court,A
SOFIA'S TAQUERIA,Sofia's Taqueria,Staten Island,5.0,3,Mexican; Empanadas; Cocktail Bars,A
SOFRA MEDITERRANEAN GRILL,Sofra Mediterranean Grill,Queens,3.6,116,Mediterranean; Turkish; Halal,A
SOFUN NOODLE BAR,Sofun Noodle Bar,Queens,4.1,45,Noodles,
SOHO THAI,Soho Thai,Manhattan,3.6,228,Thai,A
SOJU HAUS,Soju Haus,Manhattan,3.9,723,Korean; Bars,A
SOKU 1546,Soku 1546,Brooklyn,4.1,43,Chinese; Sushi Bars; Cocktail Bars,B
SOL DELISH,Sol Delish,Brooklyn,5.0,9,Chinese,
SOLEDAD,Soledad,Manhattan,4.7,46,Mexican,B
SOM BO,Som Bo,Manhattan,3.9,289,Asian Fusion; Korean; Chinese,B
SOMETHINGREEK,Somethingreek,Brooklyn,3.6,312,Greek,A
SOMTUM DER,Somtum Der,Brooklyn,4.1,955,Thai,A
SON DEL NORTH,Son del North,Manhattan,4.0,78,Mexican; Wraps,
SONG LAI XIANG,Song Lai Xiang,Queens,4.0,8,Barbeque; Dim Sum,
SONORA,Sonora,Brooklyn,3.4,198,Bars; Mexican,A
SOOGIL,Soogil,Manhattan,4.2,196,Korean; French; Tapas/Small Plates,A
SOOTHR,Soothr,Manhattan,4.5,1576,Thai; Noodles; Cocktail Bars,A
SOPO,Sopo,Manhattan,4.5,22,Korean; Comfort Food; Barbeque,
SORA,Sora,Brooklyn,4.6,46,Japanese,
SOTTO LA LUNA,Sotto La Luna,Queens,4.2,153,Italian; Pizza; Sandwiches,A
SOTTO LE STELLE,Sotto Le Stelle,Queens,4.5,418,Pizza,A
SOTTOCASA PIZZERIA,Sottocasa Pizzeria,Manhattan,4.4,761,Pizza; Italian,A
SOUP ON SOUP,Soup on Soup,Brooklyn,4.5,11,Noodles; Chinese; Soup,
SOUTH SLOPE RAMEN,South Slope Ramen,Brooklyn,4.0,122,Ramen,A
SOUVLAKI GR,Souvlaki GR,Manhattan,4.4,259,Greek,A
SOZAI,Sozai,Manhattan,4.2,46,Izakaya; Ramen,A
SPAGHETTI INCIDENT,Spaghetti Incident,Manhattan,4.1,689,Italian; Salad; Pasta Shops,A
SPANGLISH,Spanglish,Queens,3.7,3,Mexican; Breakfast & Brunch; Cocktail Bars,A
SPICE,Spice,Manhattan,3.3,1688,Thai; Cocktail Bars,A
SPICE & GRILL,Spice & Grill,Brooklyn,4.2,201,Indian; Himalayan/Nepalese; Seafood,A
SPICE MANTRA,Spice Mantra,Manhattan,4.7,103,Indian,B
SPICY LANKA,Spicy Lanka,Queens,4.6,18,Sri Lankan; Vegan; Vegetarian,A
SPICY SHALLOT,Spicy Shallot,Queens,3.8,803,Thai; Japanese; Bars,A
SPIRO'S CAFE & PIZZA,Spiro's Cafe & Pizza,Brooklyn,3.6,57,Mexican; Diners; Greek,A
SPOLINI'S,Spolini's,Queens,3.5,142,Italian,A
SPRING THAI FUSION & BAR,Spring Thai Fusion & Bar,Queens,4.1,105,Thai; Asian Fusion; Sushi Bars,A
SPY C CUISINE,Spy C Cuisine,Queens,3.8,361,Chinese,C
SRIPRAPHAI THAI RESTAURANT,SriPraPhai Thai Restaurant,Queens,3.9,2609,Thai,A
SSAM,SSAM,Brooklyn,3.7,521,Korean; Chicken Wings; Ramen,A
SSAM TONG,Ssam Tong,Queens,4.3,340,Korean; Barbeque,A
SSAW BROOKLYN,SSAW Brooklyn,0,5.0,9,Japanese,
STAFILI WINE CAFE,Stafili Wine Cafe,Manhattan,4.3,11,Wine Bars; Greek; Cafes,A
STAMATIS RESTAURANT,Stamatis Restaurant,Queens,4.0,543,Greek; Mediterranean,C
STANG THAI,Stang Thai,Brooklyn,4.1,63,Thai; Vietnamese; Sandwiches,A
STAR OF SIAM THAI KITCHEN,Star of Siam Thai Kitchen,Queens,3.3,148,Thai,A
STEAMED BUN LABORATORY,Steamed Bun Laboratory,Queens,4.4,8,Korean,A
STEVEN RESTAURANT,Steven Restaurant,Bronx,2.3,24,Latin American; Fast Food; Sandwiches,A
STICKY RICE,Sticky Rice,Manhattan,3.8,448,Thai; Cocktail Bars,A
STONED PIZZA,Stoned Pizza,Manhattan,5.0,5,Pizza; Gelato; Desserts,A
STRANGE DELIGHT,Strange Delight,Brooklyn,4.2,59,Seafood; Cocktail Bars,
STREET TACO,Street Taco,Manhattan,4.0,594,Cocktail Bars; Tacos; Beer Bar,A
SUGAR CAFE,Sugar Cafe,Manhattan,4.5,12,Wine Bars; Latin American; Seafood,A
SUKH,Sukh,Brooklyn,4.7,105,Thai,A
SULLIVAN TAQUERIA,Sullivan Taqueria,Manhattan,4.3,40,Tacos,A
SUMAC,Sumac,Staten Island,3.6,140,Mediterranean; Turkish; Halal,A
SUMMER SALT,Summer Salt,Manhattan,4.4,229,Tacos; New Mexican Cuisine,A
SUNDAYS WELL,Sundays Well,Manhattan,4.5,80,Gastropubs; Irish Pub,A
SUNSET DINER,Sunset Diner,Brooklyn,3.0,204,Diners; Breakfast & Brunch; Greek,A
SUNSHINE,Sunshine,Brooklyn,3.4,5,Pakistani; Indian; Bangladeshi,A
SUPER BURRITO,Super Burrito,Queens,4.6,5,Mexican,A
SUPER RICE,Super Rice,Brooklyn,3.0,3,Chinese,B
SUPER TASTE,Super Taste,Manhattan,4.6,62,Chinese,
SUPPER,Supper,Manhattan,3.9,1540,Italian; Desserts; Wine Bars,A
SUPREME EMPANADAS,Supreme Empanadas,Queens,4.1,46,Empanadas; Seafood; Chicken Wings,A
SURAM,Suram,Manhattan,4.3,93,Sushi Bars; Ramen; Soup,A
SUROSS THAI BISTRO,Suross Thai Bistro,Manhattan,4.4,321,Thai; Seafood; Soup,B
SUSHI BLOSSOMS,Sushi Blossoms,Manhattan,4.6,166,Sushi Bars; Japanese,A
SUSHI GINZA,Sushi Ginza,Brooklyn,4.1,48,Japanese,A
SUSHI ISHIKAWA,Sushi Ishikawa,Manhattan,4.9,69,Sushi Bars; Japanese,A
SUSHI ISLAND,Sushi Island,Queens,3.5,447,Sushi Bars; Ramen,B
SUSHI KATSUEI,Sushi Katsuei,Brooklyn,4.0,540,Sushi Bars; Japanese; Seafood,A
SUSHI LAB - EAST VILLAGE,Sushi Lab - East Village,Manhattan,4.8,112,Japanese; Sushi Bars,A
SUSHI MAMBO,Sushi Mambo,Manhattan,2.9,311,Sushi Bars; Japanese; Bars,A
SUSHI NOZ,Sushi Noz,Manhattan,4.2,213,Sushi Bars; Japanese; Seafood,A
SUSHI ON ME,Sushi On Me,Queens,4.8,334,Japanese; Sushi Bars; Speakeasies,C
SUSHI TIME,Sushi Time,Queens,4.3,608,Sushi Bars; Japanese,A
SUSHI TOKYO,Sushi Tokyo,Brooklyn,3.2,169,Japanese; Sushi Bars; Kosher,A
SUSHI W,Sushi W,Manhattan,4.6,243,Japanese; Sushi Bars,A
SUSHI WEN,Sushi Wen,Staten Island,4.7,80,Japanese; Sushi Bars,B
SUSHI YASAKA,Sushi Yasaka,Manhattan,4.2,2110,Japanese; Sushi Bars,A
SUSHI YASHIN,Sushi Yashin,Brooklyn,4.2,262,Japanese; Sushi Bars,A
SUSHIICHI,Sushiichi,Manhattan,4.7,72,Sushi Bars; Japanese; Live/Raw Food,
SUSURU RAMEN,Susuru Ramen,Queens,4.7,232,Ramen; Noodles,A
SUZUKI SHOKUDO,Suzuki Shokudo,Queens,4.6,236,Sushi Bars; Ramen,A
SUZUME,Suzume,Brooklyn,4.0,379,Ramen; Hawaiian; Asian Fusion,A
SWAGAT,Swagat,Manhattan,3.7,454,Indian,A
SWEET BASIL,Sweet Basil,Brooklyn,3.2,253,Thai,A
SWEET TALK,Sweet Talk,Brooklyn,3.8,315,Cocktail Bars; Hawaiian; Tacos,A
SWEET WONTON HOUSE,Sweet Wonton House,Queens,4.1,138,Cantonese; Dim Sum,A
SWEET WONTON KING,Sweet Wonton King,Queens,3.8,21,Cantonese,
SYKO,Syko,Brooklyn,4.5,61,Syrian; Korean,A
SYLVIA'S RESTAURANT,Sylvia's Restaurant,Manhattan,3.6,2333,Southern; Soul Food; Seafood,A
SZECHUAN GARDEN,Szechuan Garden,Manhattan,4.0,408,Szechuan; Dim Sum; Seafood,A
SZECHUAN GOURMET,Szechuan Gourmet,Manhattan,4.2,97,Szechuan,A
SZECHUAN MOUNTAIN HOUSE,Szechuan Mountain House,Manhattan,4.3,834,Szechuan,A
SZECHUAN OPERA,Szechuan Opera,Queens,4.7,31,Szechuan; Cantonese; Dim Sum,
Sami & Susu,Sami & Susu,Manhattan,4.4,75,Mediterranean; Wine Bars,A
Sauced Up,Sauced Up,Bronx,4.5,8,Halal; Burgers; Chicken Wings,
Sereneco,Sereneco,Brooklyn,4.1,86,New American; Wine Bars; Coffee & Tea,A
TAAN THAI KITCHEN,Taan Thai Kitchen,Queens,3.0,5,Thai,A
TABATA,Tabata,Manhattan,4.4,67,Japanese; Bars,B
TABERU NOMU,Taberu Nomu,Manhattan,4.1,77,Japanese; Seafood,
TABOONETTE,Taboonette,Manhattan,4.3,1090,Mediterranean; Middle Eastern; New American,A
TACO AL PASTOR,Taco Al Pastor,Bronx,5.0,1,Tacos,
TACO AZUL,Taco Azul,Queens,4.0,302,Mexican,A
TACO BELL,Taco Bell,Queens,4.0,2,Fast Food; Mexican,A
TACO EXPRESS MEXICAN GRILL,Taco Express Mexican Grill,Bronx,4.3,3,Halal; Mexican,
TACO INN,Taco Inn,Manhattan,3.0,4,Mexican,A
TACO MAHAL,Taco Mahal,Manhattan,4.4,963,Indian; Tacos; Latin American,A
TACO MIX,Taco Mix,Brooklyn,3.7,499,Mexican,A
TACO VELOZ,Taco Veloz,Queens,3.5,19,Seafood; Mexican; Sandwiches,A
TACOMBI,Tacombi,Manhattan,4.1,209,Mexican,A
TACOOMAR,Tacoomar,Brooklyn,4.7,20,Tacos; Desserts; Salad,A
TACOS AL SUADERO,Tacos Al Suadero,Queens,3.5,45,Mexican,A
TACOS EL BRONCO,Tacos El Bronco,Brooklyn,4.5,230,Food Trucks; Mexican; Burgers,A
TACOS EL CHULETON,Tacos El Chuleton,Bronx,3.0,22,Mexican,A
TACOS EL DORADO,Tacos El Dorado,Brooklyn,3.8,10,Mexican,B
TACOS EL TORITO VERSATILE,Tacos El Torito Versatile,Bronx,3.5,21,Mexican,A
TACOS GRAND CENTRAL,Tacos Grand Central,Manhattan,4.5,72,Mexican,A
TACOS Y QUESADILLAS MEXICO,Tacos Y Quesadillas Mexico,Queens,4.1,53,Food Trucks; Mexican,A
TACOVISION,Tacovision,Manhattan,4.1,462,Tacos; Tapas/Small Plates; Cocktail Bars,A
TAGMO,TAGMO,Manhattan,4.1,81,Indian; Beer Bar; Cocktail Bars,A
TAICHI BUBBLE TEA,Taichi Bubble Tea,Bronx,4.7,3,Ramen; Bubble Tea; Poke,A
TAIM,Taim,Manhattan,4.4,72,Mediterranean; Coffee & Tea; Breakfast & Brunch,A
TAIM MEDITERRANEAN KITCHEN,Taim Mediterranean Kitchen,Queens,1.0,1,Mediterranean,A
TAIWAN PORK CHOP HOUSE,Taiwan Pork Chop House,Manhattan,4.0,715,Taiwanese; Chinese; Noodles,A
TAIWAN STATION,Taiwan Station,Brooklyn,3.5,73,Taiwanese; Bubble Tea,A
TAIYAKI NYC,Taiyaki NYC,Manhattan,4.3,3418,Desserts; Japanese; Ice Cream & Frozen Yogurt,A
TAJ KABAB KING,Taj Kabab King,Brooklyn,3.5,345,Indian,
TAKAHACHI BAKERY,Takahachi Bakery,Manhattan,4.1,1061,Bakeries; Japanese; Coffee & Tea,A
TAKESUSHI,Takesushi,Queens,4.0,425,Japanese; Sushi Bars,B
TAKUMEN,Takumen,Queens,4.0,329,Coffee & Tea; Izakaya; Ramen,B
TAM MAI THAI,Tam Mai Thai,Manhattan,4.9,20,Thai; Salad; Soup,
TAM SANG THAI KITCHEN,Tam Sang Thai Kitchen,Manhattan,4.1,36,Thai,A
TAMAM,Tamam,Manhattan,4.7,249,Falafel; Vegan,A
TAMARIND ISLAND,Tamarind Island,Queens,3.8,30,Caribbean; Indian,A
TAMASHII RAMEN,Tamashii Ramen,Queens,4.1,868,Ramen,A
TANDOOR OVEN,Tandoor Oven,Manhattan,3.8,223,Indian,A
TANDOOR RESTAURANT,Tandoor Restaurant,Queens,3.4,245,Indian; Buffets,A
TANDOORI HUT,Tandoori Hut,Queens,3.0,147,Indian,A
TANDOORI MASALA,Tandoori Masala,Brooklyn,3.8,205,Indian,A
TANDOORI PIZZA,Tandoori Pizza,Queens,4.7,31,Pizza; Indian; Italian,A
TANDOORI PLACE,Tandoori Place,Bronx,4.2,96,Indian; Halal,A
TANG BY MR SUN,Tang By Mr Sun,Manhattan,4.3,103,Chinese; Seafood; Cocktail Bars,A
TANGRA MASALA,Tangra Masala,Queens,3.7,364,Chinese; Indian; Seafood,A
TANGY NOODLE,Tangy Noodle,Manhattan,4.3,129,Noodles; Chinese,A
TAQUERIA 86,Taqueria 86,Manhattan,4.5,147,Mexican,A
TAQUERIA AL PASTOR,Taqueria Al Pastor,Brooklyn,4.2,110,Mexican,
TAQUERIA ALLENDE,Taqueria Allende,Manhattan,4.8,6,Mexican,
TAQUERIA COATZINGO,Taqueria Coatzingo,Queens,4.0,525,Mexican,C
TAQUERIA DIANA,Taqueria Diana,Manhattan,3.7,791,Mexican,A
TAQUERIA EL CEBOLLIN,Taqueria El Cebollin,Bronx,4.7,7,Mexican; Food Trucks,A
TAQUERIA EL GALLO AZTECA,Taqueria El Gallo Azteca,Staten Island,4.4,142,Mexican,A
TAQUERIA EL GALLO GIRO,Taqueria El Gallo Giro,Queens,4.0,1,Mexican; Coffee & Tea,
TAQUERIA EL PATRON,Taqueria El Patron,Queens,3.4,265,Mexican,B
TAQUERIA EL TANQUE,Taqueria El Tanque,Bronx,5.0,1,Mexican,A
TAQUERIA EL TORITO,Taqueria el torito,Brooklyn,3.5,29,Mexican,A
TAQUERIA GRAMERCY,Taqueria Gramercy,Manhattan,4.0,186,Bars; Tacos,A
TAQUERIA GUERRERO,Taqueria Guerrero,Bronx,3.4,21,Mexican,B
TAQUERIA KERMES,Taqueria Kermes,Queens,4.2,477,Mexican,A
