name,name,borough,rating,review_count,categories_list,GRADE
DUK SOO GOONG,Duk Soo Goong,Queens,4.7,16,Korean; Noodles; Sushi Bars,
DUKE EATERY,Duke Eatery,Manhattan,3.5,85,New American; Juice Bars & Smoothies; Korean,A
DUMPLING N' DIPS,Dumpling N' Dips,Manhattan,4.7,185,Dim Sum,A
DUMPLING TOWN,Dumpling Town,Staten Island,4.1,39,Chinese,A
DUN HUANG,Dun Huang,Brooklyn,4.4,371,Chinese; Noodles,A
DUPBOPBRO,DupBopBro,Manhattan,4.6,18,Korean,
DYNASTY TASTE,Dynasty Taste,Staten Island,4.1,11,Chinese; Korean,A
Delbianco Prime,Delbianco Prime,Manhattan,4.7,19,Steakhouses; Desserts; Seafood,A
EA DUMPLING,EA Dumpling,Manhattan,3.8,31,Chinese; Noodles; Soup,A
EARL'S BEER & CHEESE,Earl's Beer & Cheese,Manhattan,4.3,647,Bars; Comfort Food,A
EAST COAST STREET TACOS,East Coast Street Tacos,Brooklyn,4.1,82,Tacos; Spanish; Fast Food,A
EAST HARBOR SEAFOOD PALACE,East Harbor Seafood Palace,Brooklyn,4.2,866,Seafood; Desserts; Cocktail Bars,A
EAST WIND SNACK SHOP,East Wind Snack Shop,Brooklyn,5.0,1,Dim Sum; Asian Fusion,A
EAT ITALIAN,Eat Italian,Staten Island,3.8,163,Italian,A
EAT OFFBEAT,Eat Offbeat,Manhattan,0.0,0,Food Delivery Services; Mediterranean,A
EATON CAFE,Eaton Cafe,Queens,5.0,1,Ramen,
EATZY CHINESE,Eatzy Chinese,Queens,3.3,44,Chinese; Seafood; Indian,A
EATZY THAI,Eatzy Thai,Queens,3.4,96,Thai; Hot Pot; Barbeque,A
EDGE RESTAURANT & LOUNGE,Edge Restaurant & Lounge,Bronx,3.3,16,Lounges; Seafood; Chicken Wings,
EDO ASIAN FUSION,Edo Asian Fusion,Brooklyn,4.2,122,Japanese; Chinese; Thai,A
EGGHOLIC,Eggholic,Queens,3.3,3,Indian; Halal,B
EIM DEE THAI,Eim Dee Thai,Brooklyn,4.5,38,Thai,A
EL BUEN AMBIENTE,El Buen Ambiente,Bronx,2.3,10,Latin American; Mexican,B
EL CALDERO RESTAURANT & SPORT BAR,El Caldero Restaurant & Sport Bar,Bronx,2.9,9,Latin American; Sports Bars; Seafood,
EL CAMINANTE,El Caminante,Brooklyn,4.2,15,Mexican,A
EL COCO,El Coco,Manhattan,3.4,106,Tacos,A
EL CONDE BAR & GRILL,El Conde Bar & Grill,Manhattan,2.5,2,Latin American; Barbeque; Seafood,
EL ECONOMICO RESTAURANT,El Economico Restaurant,Bronx,3.7,82,Latin American; Coffee & Tea; Breakfast & Brunch,B
EL GALLO NEGRO,El Gallo Negro,Queens,3.6,56,Mexican; Breakfast & Brunch; Cocktail Bars,A
EL GALLO TAQUERIA,El Gallo Taqueria,Brooklyn,3.7,56,Mexican,A
EL GRECO,El Greco,Queens,4.3,8,Greek,A
EL JEFFE,El Jeffe,Brooklyn,4.3,345,New Mexican Cuisine,A
EL JOBO SEAFOOD RESTAURANT,El Jobo Seafood Restaurant,Bronx,2.6,20,Seafood; Latin American,
EL MARIACHI RESTAURANT,El Mariachi Restaurant,Queens,3.8,66,Mexican,A
EL MERO MERO,El Mero Mero,Queens,4.4,142,Mexican,A
EL MEXICANO RESTAURANTE & CAFE,El Mexicano Restaurante & Cafe,Brooklyn,4.7,10,Mexican; Juice Bars & Smoothies; Fast Food,A
EL MIRADOR RESTAURANT,El Mirador Restaurant,Brooklyn,4.3,21,New American; Mexican; American,A
EL MITOTE,El Mitote,Manhattan,3.4,657,Mexican; Juice Bars & Smoothies; Sandwiches,A
EL NOPAL RESTAURANT & JUICE BAR,El Nopal Restaurant & Juice Bar,Brooklyn,4.1,146,Mexican; Juice Bars & Smoothies,A
EL PARADOR CAFE,El Parador Cafe,Manhattan,3.9,524,Mexican; Venues & Event Spaces; Cocktail Bars,
EL PATRON,El Patron,Queens,2.8,149,Mexican; Breakfast & Brunch,A
EL POLLO PERUANO,El Pollo Peruano,Queens,3.8,38,Peruvian,A
EL TENAMPA,El Tenampa,Queens,4.5,115,Mexican; Salad; Soup,A
EL TOUM,El Toum,Queens,4.7,83,Lebanese,A
EL VALLE RESTAURANT,El Valle Restaurant,Bronx,2.3,14,New American,A
EL VAQUERITO,El Vaquerito,Queens,4.1,24,Mexican,A
EL ZASON,El Zason,Brooklyn,4.1,86,Mexican,A
ELENI'S,Eleni's,Manhattan,4.3,234,Greek,A
ELEPHANT DISTRICT,Elephant District,Brooklyn,4.8,61,Thai,
ELSA LA REINA DEL CHICHARRON,Elsa La Reina Del Chicharron,Manhattan,4.1,33,Dominican; Desserts; Seafood,B
EM VIETNAMESE BISTRO,Em Vietnamese Bistro,Brooklyn,4.3,206,Vietnamese; Noodles; Seafood,A
EMILIA'S RESTAURANT,Emilia's Restaurant,Bronx,3.9,262,Italian,A
EMPEROR DUMPLING,Emperor Dumpling,Manhattan,4.3,91,Chinese,A
EMPIRE CHINESE RESTAURANT,Empire Chinese Restaurant,Queens,3.2,11,Chinese,A
EMPIRE WOK,Empire Wok,Bronx,2.8,44,Chinese,
ENCEBOLLADO MACHALENO,Encebollado Machaleno,Queens,5.0,2,Seafood,A
ENERUGI RAMEN,Enerugi Ramen,Brooklyn,4.6,82,Ramen; Tapas/Small Plates,A
ENOTECA MARIA,Enoteca Maria,Staten Island,4.2,488,Italian,A
ENSO,Enso,Brooklyn,5.0,1,Japanese; Cocktail Bars,A
ENTHAICE THAI KITCHEN,Enthaice Thai Kitchen,Queens,4.2,795,Thai; Seafood,A
ENTWINE,Entwine,Manhattan,4.1,276,Mediterranean; Cocktail Bars; Venues & Event Spaces,B
EONS GREEK FOOD FOR LIFE,EONS Greek Food for Life,Manhattan,4.1,370,Greek; Mediterranean; Salad,A
ER HOTPOT,ER Hotpot,Manhattan,4.1,44,Hot Pot; Chinese,A
ESO PESCO,Eso Pesco,Manhattan,3.8,12,Seafood; Cocktail Bars; Breakfast & Brunch,A
ESTIATORIO MILOS,Estiatorio Milos,Manhattan,3.8,385,Seafood; Greek; Mediterranean,A
ESTRELLITA MIXTECA,Estrellita Mixteca,Bronx,3.7,24,Mexican,A
ESTRELLITA POBLANA,Estrellita Poblana,Bronx,3.9,335,Mexican,A
ESTRELLITA POBLANA II,Estrellita Poblana II,Bronx,3.2,157,Mexican,A
ESTUARY,Estuary,Brooklyn,4.0,108,Bakeries; Breakfast & Brunch; Cocktail Bars,B
EVALYN'S TAP HOUSE,Evalyn's Tap House,Brooklyn,4.0,37,Beer Bar; Gastropubs; Venues & Event Spaces,
EVIL KATSU,Evil Katsu,Manhattan,4.4,160,Japanese,A
EVODIO'S PLACE,Evodio's Place,Brooklyn,4.7,3,Cafes; Mexican; American,A
EXCELLENT DUMPLING HOUSE,Excellent Dumpling House,Manhattan,4.1,838,Dim Sum; Shanghainese,A
EXOTIC EATS NYC,Exotic Eats Nyc,Brooklyn,3.7,10,Comfort Food; Seafood; Soul Food,A
Eats & Poke,Eats & Poke,Brooklyn,2.6,12,Bubble Tea; Poke; Korean,A
El BORN,El Born,Brooklyn,4.3,465,Spanish; Wine Bars; Tapas/Small Plates,A
FABRIKA,Fabrika,Queens,4.2,50,Seafood; Cocktail Bars,A
FACTORY TAMAL,Factory Tamal,Manhattan,4.5,131,Mexican; Breakfast & Brunch,A
FALAFEL PLANT,Falafel Plant,Manhattan,5.0,4,Mediterranean; Kosher; Middle Eastern,
FALAFEL TANAMI,Falafel Tanami,Brooklyn,4.8,86,Falafel,A
FALANSAI,Falansai,Brooklyn,4.1,310,Vietnamese; Wine Bars,A
FALGUNI RESTAURANT,Falguni Restaurant,Queens,1.0,1,Halal; Indian,
FAMILY INDIAN RESTAURANT,Family Indian Restaurant,Bronx,5.0,4,Halal; Indian; Bangladeshi,A
FAMILY'S CAFE,Family's Cafe,Bronx,4.1,56,Mexican; Breakfast & Brunch; Diners,A
FAMOUS FISH MARKET,Famous Fish Market,Manhattan,4.0,306,Seafood; Fish & Chips,A
FAN SZECHUAN,Fan Szechuan,Manhattan,4.6,27,Szechuan; Dim Sum; Seafood,
FANDI MATA,Fandi Mata,Brooklyn,3.7,423,Mediterranean; Tapas/Small Plates,A
FANSWAY TERIYAKI & SUSHI KITCHEN,Fansway Teriyaki & Sushi Kitchen,Queens,3.8,4,Japanese; Fast Food,A
FARMERS RESTAURANT,Farmers Restaurant,Brooklyn,3.2,121,Chinese,B
FAT RABBIT,Fat Rabbit,Brooklyn,4.2,26,New American,A
FATTOUSH,Fattoush,Manhattan,4.0,1,Lebanese; Mediterranean,
FATTY DADDY TACO,Fatty Daddy Taco,Brooklyn,3.8,444,Mexican,A
FAUSTO,Fausto,Brooklyn,4.2,235,Italian; Cocktail Bars,A
FAZIO'S,Fazio's,Brooklyn,4.3,227,Pizza; Italian,A
FELICE,Felice,Manhattan,4.2,162,Italian,A
FELICE 56,Felice 56,Manhattan,4.2,141,Italian; Wine Bars,A
FELICE ON HUDSON,Felice on Hudson,Manhattan,4.5,44,Bars; Italian,A
FIASCHETTERIA PISTOIA,Fiaschetteria Pistoia,Manhattan,4.1,209,Tuscan; Pasta Shops,A
FIDELA'S RESTAURANT,Fidela's Restaurant,Queens,4.0,90,Mexican,A
FIG & OLIVE,Fig & Olive,Manhattan,3.6,1323,Mediterranean; French; Bars,A
FILONCINO CAFE,Filoncino Cafe,Staten Island,4.0,11,Coffee & Tea; Italian; Sandwiches,
FINE FOOD CUISINE,Fine Food Cuisine,Manhattan,4.3,10,Seafood; Steakhouses; Caribbean,
FIORE DI MARE,Fiore Di Mare,Staten Island,3.3,71,Italian; Seafood; Pasta Shops,A
FIORENTINA STEAKHOUSE,Fiorentina Steakhouse,Bronx,4.6,69,Steakhouses,A
FISH CHEEKS,Fish Cheeks,Manhattan,4.4,1771,Seafood; Thai; Live/Raw Food,B
FISH NOODLE HOUSE,Fish Noodle House,Staten Island,3.6,47,Chinese,A
FISH SAUCE,Fish sauce,Brooklyn,4.6,20,Thai,
FISH VILLAGE,Fish VIllage,Queens,3.5,139,Seafood; Cantonese,A
FISH WITH YOU,Fish With You,Queens,4.5,73,Szechuan,A
FITO,Fito,Manhattan,4.8,37,Latin American; Cocktail Bars; Tapas/Small Plates,A
FIVE ACRES,Five Acres,Manhattan,3.4,81,New American; Breakfast & Brunch; Cocktail Bars,A
FIVE LOAVES AND TWO FISHES,Five Loaves And Two Fishes,Queens,3.3,93,Dim Sum; Barbeque; Sushi Bars,
FIVE SENSES,Five Senses,Manhattan,3.9,1850,Korean; Barbeque,A
FLAME,Flame,Manhattan,4.2,207,Asian Fusion; Teppanyaki; Sushi Bars,A
FLAMES INDIAN AROMA,Flames Indian Aroma,Manhattan,4.1,29,Indian; Halal; Bangladeshi,A
FLEX MUSSELS,Flex Mussels,Manhattan,4.1,1227,Seafood; Desserts,A
FLOR DE MAYO,Flor De Mayo,Manhattan,4.0,1374,Chinese; Cuban; Peruvian,A
FLORA,Flora,Brooklyn,4.2,114,Italian; Cocktail Bars; Wine Bars,A
FLORES BRUNCH,Flores Brunch,Staten Island,4.6,5,Breakfast & Brunch; Waffles; Mexican,
FLOWER BROOK MIFEN HOUSE,Flower Brook Mifen House,Queens,4.3,44,Chinese; Noodles; Soup,A
FOLLIA,Follia,Manhattan,3.9,333,Wine Bars; Italian; Pizza,A
FOMO MOMO,Fomo Momo,Manhattan,0.0,0,Indian; Dim Sum; Sandwiches,
FONTANA FAMOUS PIZZA & GYRO,Fontana Famous Pizza & Gyro,Queens,3.6,548,Pizza; Greek; Burgers,A
FOOTPRINTS CAFE,Footprints Cafe,Brooklyn,2.9,1077,Caribbean; Desserts; Vegetarian,A
FOR ALL THINGS GOOD,For All Things Good,Brooklyn,4.2,65,Cafes; Mexican,A
FOR U,For U,Manhattan,4.8,93,Dim Sum; Szechuan; Asian Fusion,A
FOREST CAFE,Forest Cafe,Queens,4.6,112,Cafes,A
FOREST THAI CUISINE,Forest Thai Cuisine,Staten Island,3.8,149,Thai,A
FOREVER THAI,Forever Thai,Brooklyn,4.4,218,Thai,C
FORMA PASTA FACTORY,Forma Pasta Factory,Brooklyn,4.6,814,Pasta Shops; Italian; Salad,A
FORNINO,Fornino,Brooklyn,3.7,325,Italian; Pizza,A
FORNO SICILIANO,Forno Siciliano,Queens,3.9,126,Italian,A
FORSYTHIA,Forsythia,Manhattan,4.3,193,Italian,A
FORTUNE HOUSE,Fortune House,Brooklyn,3.2,145,Chinese; Thai,A
FOSSETTA,Fossetta,Manhattan,4.4,50,Italian; Wine Bars,A
FOTIA MEDITERRANEAN,Fotia Mediterranean,Manhattan,4.3,27,Mediterranean,A
FRANCHIA VEGAN CAFE,Franchia Vegan Cafe,Manhattan,4.0,1108,Korean; Vegan; Asian Fusion,A
FRANCIE,Francie,Brooklyn,4.4,275,Brasseries; Italian; French,
FRENCH LOUIE,French Louie,Brooklyn,4.0,498,French,A
FRESCO'S CANTINA,Fresco's Cantina,Queens,4.3,308,Mexican,A
FRESH CURRY,Fresh Curry,Manhattan,3.7,10,Indian; Pakistani; Bangladeshi,A
FRESH SALT,Fresh Salt,Manhattan,4.0,434,Bars; New American,A
FRESH TORTILLAS,Fresh Tortillas,Queens,3.1,67,Japanese; Chinese; Tex-Mex,A
FRIDA MIDTOWN,Frida Midtown,Manhattan,4.4,225,Mexican; Peruvian; Cocktail Bars,A
FRIEND RESTAURANT,Friend Restaurant,Queens,3.4,19,Chinese; Indian,A
FRIENDLY RESTAURANT,Friendly Restaurant,Queens,3.4,74,Chinese,A
FRIENDSHIP BBQ,Friendship BBQ,Queens,3.1,7,Barbeque; Chinese,A
FU YUAN KITCHEN,Fu Yuan Kitchen,Queens,3.0,74,Chinese,A
FUDING WOK,Fuding Wok,Brooklyn,5.0,1,Chinese; Noodles,A
FUEL FEVER,Fuel Fever,Brooklyn,4.5,19,Juice Bars & Smoothies; Mediterranean; Burgers,A
FUMO,Fumo,Manhattan,4.1,315,Italian; Bars; Pizza,A
FUNNY BBQ,Funny BBQ,Manhattan,1.9,43,Barbeque; Chinese,A
FUSION KITCHEN,Fusion Kitchen,Staten Island,3.6,13,Chinese; Czech,B
FUTURE TASTE,Future Taste,Queens,4.7,10,Chinese,A
Frena,Frena,Manhattan,4.4,80,Mediterranean; Salad; Cocktail Bars,
GAI CHICKEN & RICE,GAI Chicken & Rice,Manhattan,4.0,209,Thai; Chicken Shop,A
GAI KITCHEN,Gai Kitchen,Manhattan,4.4,128,Thai; Chicken Shop,A
GAIA RESTAURANT,Gaia Restaurant,Manhattan,4.7,11,Mediterranean,
GALICIA TAPAS,Galicia Tapas,Manhattan,4.6,77,Tapas/Small Plates; Spanish; Seafood,A
GAMMEEOK,Gammeeok,Manhattan,3.3,556,Korean,C
GAN-HOO BBQ,GAN-HOO BBQ,Queens,4.5,770,Barbeque; Chinese; Japanese,A
GAO'S CRAB & KABOB,Gao's Crab & Kabob,Queens,4.6,306,Chinese; Barbeque; Seafood,A
GARDENIA TERRACE,Gardenia Terrace,Manhattan,3.8,301,Hookah Bars; Mediterranean; Wine Bars,A
GARLIC TO THE CHICKEN,Garlic To the Chicken,Queens,4.3,122,Chicken Wings; Korean,A
GAZAB,Gazab,Manhattan,4.4,320,Indian,A
GAZALA'S,Gazala's,Manhattan,4.2,192,Middle Eastern; Mediterranean,A
GEISHA JAPANESE GRILL,Geisha Japanese Grill,Manhattan,2.5,4,Japanese,
GELSO & GRAND,Gelso & Grand,Manhattan,4.3,1611,Italian; Pasta Shops; Pizza,A
GEN KOREAN BBQ HOUSE,Gen Korean BBQ House,Manhattan,3.7,310,Korean; Barbeque; Asian Fusion,A
GEORGIE'S PIZZA AND RESTAURANT,Georgie's Pizza and Restaurant,Bronx,0.0,0,Pizza; Italian,
GEORGIES BISTRO,Georgies Bistro,Staten Island,5.0,1,American; Mexican,
GEORGINA RESTAURANT,Georgina Restaurant,Bronx,4.0,5,Latin American,A
GERSI,Gersi,Brooklyn,4.3,405,Italian; Wine Bars; Breakfast & Brunch,A
GHOROA RESTAURANT,Ghoroa Restaurant,Brooklyn,3.4,64,Indian; Pakistani; Bangladeshi,A
GIARDINO 54,Giardino 54,Manhattan,4.2,266,Wine Bars; Italian; Cocktail Bars,A
GINGER AND LEMONGRASS,Ginger and Lemongrass,Queens,4.2,631,Vietnamese; Thai; Asian Fusion,A
GINO'S BRICK OVEN PIZZA & TRATTORIA,Gino's Brick Oven Pizza & Trattoria,Brooklyn,3.8,299,Italian; Pizza; Wine Bars,A
GIOVANNI'S BROOKLYN EATS,Giovanni's Brooklyn Eats,Brooklyn,3.9,583,Italian,
GIRASOLES MEXICAN CUISINE,Girasoles Mexican Cuisine,Queens,4.6,85,Mexican,A
GJELINA,Gjelina,Manhattan,3.9,16,New American; Italian; Cocktail Bars,
GLASSERIE,Glasserie,Brooklyn,3.8,465,Mediterranean; Bars,A
GLIN THAI BISTRO,Glin Thai Bistro,Brooklyn,4.6,151,Thai; Asian Fusion,A
GLOBAL KITCHEN,Global Kitchen,Manhattan,3.0,130,Sandwiches; Japanese; Korean,A
GMC TEMAXCAL DELI & GROCERY,GMC Temaxcal Deli & Grocery,Brooklyn,4.5,58,Mexican; Grocery; Delis,A
GO NONNA,Go Nonna,Queens,4.4,194,Argentine; Italian,A
GODWIN COFFEE & TEX-MEX EATS,Godwin Coffee & Tex-Mex eats,Bronx,4.8,5,Coffee & Tea; Breakfast & Brunch; Mexican,A
GOHAN SUSHI,Gohan Sushi,Brooklyn,4.5,59,Japanese; Sushi Bars,A
GOKU KITCHEN,Goku Kitchen,Staten Island,4.6,65,Asian Fusion; Japanese,A
GOLD BAO,Gold Bao,Manhattan,4.4,5,Chinese,A
GOLD N HONEY,Gold N Honey,Queens,4.2,72,Desserts; Greek,A
GOLDA,Golda,Brooklyn,4.1,159,Breakfast & Brunch; Middle Eastern; Mediterranean,A
GOLDEN 11 SEAFOOD RESTAURANT,Golden 11 Seafood Restaurant,Brooklyn,5.0,2,Dim Sum; Seafood; Cantonese,A
GOLDEN BLUE BAR & RESTAURANT,Golden Blue Bar & Restaurant,Brooklyn,4.3,28,Caribbean; Bars,A
GOLDEN CHEF,Golden Chef,Bronx,4.3,32,Fast Food; Chinese,A
GOLDEN DRAGON RESTAURANT,Golden Dragon Restaurant,Bronx,2.0,6,Chinese,A
GOLDEN PALACE,Golden Palace,Bronx,3.1,175,Dim Sum; Seafood,A
GOLDEN THAI,Golden Thai,Brooklyn,3.0,118,Thai,A
GOLDEN WONTON KING,Golden Wonton King,Queens,3.8,145,Cantonese,B
GONG FU XIAO LONG BAO,Gong Fu Xiao Long Bao,Brooklyn,3.8,14,Noodles; Chinese; Soup,
GOO GONG TAN,Goo Gong Tan,Queens,3.7,137,Korean; Barbeque,A
GOOD TASTE CHINESE RESTAURANT,Good Taste Chinese Restaurant,Bronx,3.3,8,Chinese,A
GOSUKE,Gosuke,Manhattan,4.3,70,Japanese; Sushi Bars,A
GOTTSCHEER HALL,Gottscheer Hall,Queens,4.4,64,Caterers; German; Beer Bar,A
GRAN MORSI,Gran Morsi,Manhattan,4.4,571,Italian; Venues & Event Spaces; Cocktail Bars,A
GRAN VIA,Gran Via,Manhattan,4.6,14,"Tapas Bars; Spanish; Beer, Wine & Spirits",A
GRAND BANKS,Grand Banks,Manhattan,4.0,991,Bars; Seafood; New American,A
GRAND CANYON RESTAURANT,Grand Canyon Restaurant,Brooklyn,4.4,121,American; Mexican; Diners,A
GRAND CANYON RESTAURANT CITY,Grand Canyon Restaurant City,Manhattan,4.4,19,Breakfast & Brunch; Mexican; Diners,
GRAND SAHARA MEDITERRANEAN GRILL,Grand Sahara Mediterranean Grill,Staten Island,4.2,134,Turkish; Mediterranean; Seafood,A
GRAND SICHUAN,Grand Sichuan,Queens,4.0,288,Szechuan,A
GRANDMA'S HOME,Grandma's Home,Manhattan,4.2,82,Chinese; Cocktail Bars,A
GRAZIELLA'S,Graziella's,Brooklyn,3.9,540,Italian; Pizza; Bars,A
GREAT WALL CHINESE RESTAURANT,Great Wall Chinese Restaurant,Bronx,3.6,43,Chinese,A
GRECA,GRECA,Manhattan,4.2,82,Coffee & Tea; Lounges; Greek,A
GREEK EXPRESS,Greek Express,Bronx,4.2,269,Greek,A
GREEK FAMILY KITCHEN,Greek Family Kitchen,Queens,3.8,306,Greek,A
GREEK FROM GREECE,Greek From Greece,Manhattan,4.3,39,Greek; Cafes; Sandwiches,A
GREEK ISLANDS,Greek Islands,Queens,3.9,175,Greek; Mediterranean; Seafood,A
GREEK XPRESS,Greek Xpress,Manhattan,4.2,45,Burgers; Greek; Sandwiches,A
GREEN CHILLI,Green Chilli,Brooklyn,5.0,8,Indian,A
GREGORY'S 26 CORNER TAVERNA,Gregory's 26 Corner Taverna,Queens,4.2,257,Greek; Mediterranean,A
GRIFF'S PLACE,Griff's Place,Staten Island,4.2,92,Sports Bars; American; Desserts,A
GRILL POINT,Grill Point,Queens,3.7,253,Middle Eastern; Kosher; Mediterranean,A
GU JAPANESE FUSION SUSHI & BAR,Gu Japanese Fusion Sushi & Bar,Manhattan,3.9,279,Japanese; Sushi Bars; Bars,A
GUAC TIME,Guac Time,Brooklyn,4.6,27,Mexican,A
GUAC TIME MEXICAN GRILL,Guac Time Mexican Grill,Brooklyn,4.0,11,Mexican,A
GUACSTOP,Guacstop,Queens,4.5,4,Mexican,A
GUGU ROOM,Gugu Room,Manhattan,4.2,132,Izakaya; Filipino; Cocktail Bars,B
GUKSU JIP,Guksu Jip,Queens,4.2,28,Noodles,
GULSHAN TERRACE,Gulshan Terrace,Queens,4.3,4,Indian; Bangladeshi,B
GUPJI,GUPJI,Queens,4.7,147,Korean; Seafood,A
GUPSHUP,GupShup,Manhattan,4.0,841,Indian; Cocktail Bars; Breakfast & Brunch,
GURRA CAFE,Gurra Cafe,Bronx,4.2,31,Mediterranean,A
GYRO EXPRESS,Gyro Express,Brooklyn,4.7,3,Desserts; Mediterranean; Halal,A
GYRO GRILL,Gyro Grill,Queens,3.7,266,Greek; Mediterranean,A
GYRO KING,Gyro King,Bronx,3.9,58,Pizza; Sandwiches; Greek,A
GYRO KING XPRESS,Gyro King Xpress,Brooklyn,5.0,1,Halal; Falafel; Greek,
GYRO MANIA,Gyro Mania,Brooklyn,3.5,58,Halal; Falafel; Seafood,
GYRO QILA,Gyro Qila,Brooklyn,1.4,5,Greek,A
GYRO UNO,Gyro Uno,Queens,3.8,148,Greek,A
GYRO WORLD,Gyro World,Queens,3.6,679,Greek; American,A
GYU-KAKU JAPANESE BBQ,Gyu-Kaku Japanese BBQ,Manhattan,4.0,1478,Japanese; Barbeque; Asian Fusion,A
Garnacha Bite,Garnacha Bite,Brooklyn,4.7,20,Mexican; Tex-Mex,A
Golden Kitchen,Golden Kitchen,Queens,3.6,14,Chinese; Japanese; Thai,A
Greek Kitchen,Greek Kitchen,Brooklyn,4.6,29,Greek; Mediterranean; Wine Bars,
Green Leaf,Green Leaf,Queens,3.3,53,Thai; Szechuan,A
HAAT BAZAAR,Haat Bazaar,Queens,3.8,141,Bangladeshi; Indian; Halal,A
HACHI,Hachi,Brooklyn,2.6,32,Japanese,A
HACIENDA AGAVE,Hacienda Agave,Bronx,4.3,9,Mexican,A
HAENYEO,Haenyeo,Brooklyn,4.1,274,Korean; Cocktail Bars,A
HAHM JI BACH,Hahm Ji Bach,Queens,4.0,1390,Korean,A
HAINAN,Hainan,Queens,4.2,65,Chinese; Korean; Noodles,B
HAINAN CHICKEN HOUSE,Hainan Chicken House,Brooklyn,3.6,102,Hainan; Malaysian,C
HAINAN JONES,Hainan Jones,Manhattan,3.9,14,Chinese; Singaporean,A
HAKURAKUSO,Hakurakuso,Manhattan,4.1,18,Japanese; Sushi Bars,A
HALAL FRESH CHINESE & INDIAN CUISINE,Halal Fresh Chinese & Indian Cuisine,Bronx,3.6,16,Indian; Chinese; Halal,A
HALAL MUNCHIES,Halal Munchies,Queens,0.0,0,Fast Food; Mediterranean; Halal,A
HALALIFY,Halalify,Queens,3.2,14,Halal; Mediterranean; Burgers,A
HALF MOON,Half Moon,Manhattan,4.5,132,Bars; Seafood,A
HAN DYNASTY,Han Dynasty,Brooklyn,3.8,762,"Szechuan; Beer, Wine & Spirits",A
HANDMADE DUMPLING,Handmade Dumpling,Queens,5.0,1,Chinese,
HANDROLL BAR ROLLING,Handroll Bar Rolling,Manhattan,4.3,46,Japanese; Sushi Bars,A
HANDSOME RICE,Handsome Rice,Manhattan,4.4,187,Korean; Burgers,C
HANEUL BABSANG,Haneul Babsang,Queens,4.7,18,Korean,A
HANGAWI,HanGawi,Manhattan,4.1,1487,Vegetarian; Korean; Vegan,A
HAPPY CANTEEN,Happy Canteen,Brooklyn,4.6,46,Sushi Bars; Japanese,A
HAPPY DRAGON,Happy Dragon,Bronx,3.5,33,Chinese,A
HAPPY GARDEN,Happy Garden,Bronx,4.7,6,Chinese,A
HAPPY HOME CUISINE,Happy Home Cuisine,Staten Island,4.7,7,Cantonese,A
HARD ROCK CAFE,Hard Rock Cafe,Manhattan,3.6,166,American; Sports Bars; Seafood,A
HARDEE,Hardee,Brooklyn,4.0,14,Chinese,A
HARISSA GRILL,Harissa Grill,Queens,4.0,21,Mediterranean,A
HARVEST CAFE,Harvest Cafe,Staten Island,4.7,113,Cafes,A
HASWELL GREEN'S,Haswell Green's,Manhattan,4.5,645,New American; Piano Bars; Sports Bars,A
HAVANA CAFE,Havana Cafe,Bronx,3.9,1071,Cuban; Latin American,A
HAVANA SOCIAL,Havana Social,Manhattan,3.4,38,Cuban; Mexican; Cocktail Bars,C
HAVELI INDIAN RESTAURANT & LOUNGE,Haveli Indian Restaurant & Lounge,Queens,4.2,24,Lounges; Indian,A
HE NAN HUI MIAN,He Nan Hui Mian,Queens,4.6,74,Chinese; Noodles; Soup,A
HEIDI'S HOUSE BY THE SIDE OF THE ROAD,Heidi's House By The Side Of The Road,Manhattan,4.4,684,Wine Bars; Comfort Food,A
HEIGHTS FALAFEL,Heights Falafel,Brooklyn,4.3,307,Middle Eastern; Falafel,A
HELLO BANGLADESH,Hello Bangladesh,Queens,3.9,22,Bangladeshi; Halal; Indian,A
HENG THAI,Heng Thai,Queens,3.9,55,Thai,A
HER NAME IS HAN,Her Name Is Han,Manhattan,4.3,2126,Korean; Breakfast & Brunch,A
HERBS THAI BISTRO,Herbs Thai Bistro,Manhattan,3.4,241,Thai,B
HEY THAI,Hey Thai,Manhattan,4.3,244,Thai; Diners; Asian Fusion,
HEY YUET,Hey Yuet,Manhattan,4.4,294,Dim Sum; Cantonese,A
HI-COLLAR,Hi-Collar,Manhattan,4.0,927,Japanese; Coffee & Tea; Bars,A
HIBINO,Hibino,Brooklyn,4.2,307,Japanese; Sushi Bars,A
HILLTOP TAVERN,Hilltop Tavern,Brooklyn,4.5,16,Burgers; Breakfast & Brunch; Sandwiches,A
HIMALAYAN CURRY HOUSE,Himalayan Curry House,Manhattan,3.8,91,Indian,A
HINOMARU RAMEN,HinoMaru Ramen,Queens,4.0,992,Ramen,A
HITTO RAMEN,Hitto Ramen,Staten Island,4.0,47,Ramen,A
HKS KITCHEN,HKS KITCHEN,Staten Island,4.2,64,Hong Kong Style Cafe,
HO FOODS,Ho Foods,Manhattan,4.0,488,Taiwanese; Chinese; Breakfast & Brunch,
HO'BRAH A TACO JOINT,Ho'Brah a taco joint,Staten Island,3.6,373,Mexican; Hawaiian,A
HOJOKBAN,Hojokban,Manhattan,4.5,319,Korean,A
HOLE IN THE WALL,Hole In The Wall,Manhattan,4.0,238,Coffee & Tea; Breakfast & Brunch; Cocktail Bars,A
HOLIC THAI BISTRO,Holic Thai Bistro,Brooklyn,4.8,58,Thai,A
