id,name,rating,review_count,categories_list,BOROUGH,SCORE,GRADE
FXimZKjpMjbDR20M2ruhvg,sapps,4.2,320,Japanese; Sushi Bars,Queens,12.0,A
GUOSYM9barqsuIxZ5jO-AQ,tensai,4.3,31,Japanese; Bars; Tapas/Small Plates,Manhattan,12.0,A
pou1-d7PENs6AD4mnt9P4g,sushi w,4.6,243,Japanese; Sushi Bars,Manhattan,12.0,A
5ZgCfc1_fotAKUp7n3YJkQ,towa,4.3,126,Japanese; Sushi Bars; Cocktail Bars,Manhattan,12.0,A
g2Y6tEvxajhphg6mnUd7zQ,hakurakuso,4.1,18,Japanese; Sushi Bars,Manhattan,12.0,A
XOUhjDQ4nRn8-u-79MHFww,kohoku-ku ramen,4.4,382,Ramen,Manhattan,12.0,A
Exb6scc1mLuhsWrMLJqw9g,sushi lab - east village,4.8,112,Japanese; Sushi Bars,Manhattan,12.0,A
xrnk8mgoV7up6fauVmugpw,jun-men ramen bar,4.2,741,Ramen,Manhattan,12.0,A
kCpKwCW49k3ImuI5cK6LSw,gu japanese fusion sushi & bar,3.9,279,Japanese; Sushi Bars; Bars,Manhattan,12.0,A
vec8jeVbbSGzVlStl0Xp_Q,chikarashi,4.1,540,Japanese; Hawaiian; Poke,Manhattan,12.0,A
M8g3H2jSCwsOYIoFO7tkAA,aqua,4.0,68,Japanese; Italian; Bars,Manhattan,12.0,A
ckuFutONOBo_rrscCkLUBw,susuru ramen,4.7,232,Ramen; Noodles,Queens,12.0,A
-Exv1AEsaKU6Cdb2TO_ZUg,the lobster club,4.1,176,Sushi Bars; Japanese; Asian Fusion,Manhattan,12.0,A
kwq1W0opBnOYKoUXWYyQ5g,momokawa,4.1,265,Japanese; Sushi Bars; Hot Pot,Manhattan,12.0,A
zDvL0PRqMKwWys1LDk1YvA,ramen by ra,4.8,39,Ramen; Southern; Asian Fusion,Manhattan,12.0,A
XgiG7K7ubHsj2JJ-c2sXnw,thai diner,4.2,1066,Thai,Manhattan,12.0,A
VxMNQC96sgocGQ9sSchBgw,sukh,4.7,105,Thai,Brooklyn,12.0,A
nxTEuWKzkK1tCF4LrhFSUQ,pig and khao,3.9,1992,Filipino; Thai; Pan Asian,Manhattan,12.0,A
KRBRLMYKvTDv2LXHvRIsKA,kraam,4.7,55,Thai,Manhattan,12.0,A
xJuKTbInUnTsLINLLH8ehw,kru,4.2,88,Thai,Brooklyn,12.0,A
0L03onqNwxWLrbb_FCK79A,sripraphai thai restaurant,3.9,2609,Thai,Queens,12.0,A
AEHojbCPCrIhTko7olaqTg,lil chef mama,4.4,188,Thai,Manhattan,12.0,A
XixegGx6pdU_H0MWWqN1_w,gai chicken & rice,4.0,209,Thai; Chicken Shop,Manhattan,12.0,A
SkD3MrsLIT1Wq-7eTIE-mQ,ros niyom thai restaurant,4.3,66,Thai; Cocktail Bars,Queens,12.0,A
uVoFnGvcwk2wSNwATtuf8g,thai hot box,4.4,141,Thai,Manhattan,12.0,A
5SNS8Gro3FyAjHfejcXkXQ,gai kitchen,4.4,128,Thai; Chicken Shop,Manhattan,12.0,A
oO_X1H5Lxo8sNykx6azLVQ,thai super,3.7,212,Thai,Manhattan,12.0,A
EbX_9tqAJs4gW51gZpOB7g,rasa,4.1,899,Malaysian; Thai; Halal,Manhattan,12.0,A
No1PU4NbOdoaG1lSikfeNg,7 elephants,4.3,69,Thai; Noodles; Comfort Food,Manhattan,12.0,A
dqjko5ndMGayALuhwq3ghQ,thailicious,4.6,363,Thai; Noodles; Cocktail Bars,Manhattan,12.0,A
qrydcGQpeDP_1oFvx3qOeg,somtum der,4.1,955,Thai,Brooklyn,12.0,A
QYr9EO-2FmdpOVUjOyNjgg,raenu thai,3.9,141,Thai,Manhattan,12.0,A
BF6pY829iPBERt15CG1g3w,at nine restaurant & bar,3.9,668,Thai; Bars,Manhattan,12.0,A
2pJ782hnKTK0MWbc0H7EDw,ditmars thai,4.7,74,Thai; Salad; Noodles,Queens,12.0,A
yCJHIM-PWl54K53ACOpoNg,hug esan,4.5,272,Thai,Queens,12.0,A
xRvMOTMzDrMfyAWbYhkA8A,terra thai,4.7,100,Thai,Manhattan,12.0,A
sinDhwX8Egru_3FCI7bhkw,laut,3.7,1674,Thai; Malaysian; Singaporean,Manhattan,12.0,A
-oTK8LUYYE7c8St9W_H97w,thai tai eatery,4.8,19,Thai,Queens,12.0,A
xTwzk3lh7tE2GFiVQop1kg,nubiani,4.5,389,Korean; Barbeque,Manhattan,12.0,A
xtxcAUvrD4dWHJd0cwvW1A,jeju noodle bar,4.2,1175,Korean; Noodles; Wine Bars,Manhattan,12.0,A
0ODATydoAxksVR9TXsWsNg,kisa,4.4,199,Korean,Manhattan,12.0,A
OFc7aHP1chwqXTgtYtbJzQ,naro,4.2,88,Korean,Manhattan,12.0,A
F-tQr4hEbBZvmg8A2cnnRQ,sae ron,4.5,54,Korean; Desserts; Cocktail Bars,Manhattan,12.0,A
_saXnBy0Wq2Gb3YusWZhqw,five senses,3.9,1850,Korean; Barbeque,Manhattan,12.0,A
H29Gi3uoFtaqPaO1Z3KwJw,sam woo jung,4.3,178,Korean; Bars; Seafood,Manhattan,12.0,A
FizBsTIAJwNrImIG1mPDcg,barn joo,4.0,2017,Korean; Cocktail Bars; Tapas/Small Plates,Manhattan,12.0,A
NbKATjp2MoQ4TvKKwu9fdA,mari,4.3,212,Korean,Manhattan,12.0,A
6fYGuJZXiFb282D1qJzWSQ,mokja,3.7,209,Korean; Burgers; Cocktail Bars,Queens,12.0,A
FeSynfcDT4qB2kDixHUQCA,danji,3.9,1108,Korean; Wine Bars; Cocktail Bars,Manhattan,12.0,A
NsACuDqm5AVPpUocvuXONg,atomix,4.5,183,Korean,Manhattan,12.0,A
EKkHfSYTm266-ZBve3SdgA,yoon haeundae galbi,4.3,815,Korean; Barbeque; Steakhouses,Manhattan,12.0,A
mnXrPqOVbX_06D9OAo4dLA,atti,4.2,118,Korean; Barbeque; Desserts,Brooklyn,12.0,A
7DnZWIn1Dcsvq-_pIXXFZQ,hortus nyc,4.2,561,Asian Fusion; Korean; Tapas/Small Plates,Manhattan,12.0,A
IO_6VZ_ncD07aP49en3_sA,mochick tea,5.0,1,Chinese; Korean; Burgers,Brooklyn,12.0,A
YqWXNq0Ku7cGb6Zj1j43Pw,kal,4.5,318,Korean; Seafood; Soup,Queens,12.0,A
B3Yht2PJf2t1fPgRLGXB2g,koji chicken,4.4,49,Chicken Wings; Korean; Bubble Tea,Manhattan,12.0,A
2Bg8Jfl2FvH1unmvxNS0dQ,sik gaek,3.9,636,Korean,Queens,12.0,A
O4fPP62_YnwcyJ_E0zjprw,koreatgo,4.6,28,Korean,Manhattan,12.0,A
vQ2MwpkjcrF7uxs87oMeyw,noona noodles,4.1,186,Noodles; Korean; Ramen,Manhattan,12.0,A
xWUL-j6TQyKQHIfOtetu-Q,hangawi,4.1,1487,Vegetarian; Korean; Vegan,Manhattan,12.0,A
VbUy299ch56p4GYZTNDbvA,new wonjo restaurant,3.5,1630,Korean; Barbeque; Soup,Manhattan,12.0,A
IysZ64t48AedrhWfz3WJGQ,cloves indian cuisine,4.8,117,Indian,Manhattan,12.0,A
1_pK5aQ47atF50oAKHADhA,indian accent,4.3,795,Indian,Manhattan,12.0,A
xE-L8xTwB5DIfvRUbzFbdA,mumbai place,5.0,4,Indian,Brooklyn,12.0,A
CVpha6hKVu_r1lx6JxNIPg,veeray da dhaba,4.6,132,Indian,Manhattan,12.0,A
zyQpS4QrYYB0VKXf7JPUlQ,atithi indian cuisine,4.7,258,Indian,Brooklyn,12.0,A
qL5SIZRFDfNO-L_HLeuvPQ,curry in handi,4.7,55,Halal; Indian; Vegetarian,Brooklyn,12.0,A
jb-Fe1cC3ZARF9xyFvJQYQ,tandoor oven,3.8,223,Indian,Manhattan,12.0,A
HHkTmzDBE9sGWvtSW9Ne8A,tangra masala,3.7,364,Chinese; Indian; Seafood,Queens,12.0,A
E9NMNWvV70HV5gB369N0EA,nerai,4.4,740,Greek; Seafood; Mediterranean,Manhattan,12.0,A
EDucGBSfQ0YIbxdHS-KnCg,sagaponack,4.6,327,Bars; Seafood; Asian Fusion,Manhattan,12.0,A
z0lX40tXQxOHlU26VhLATA,american brass,4.3,450,Seafood; Cocktail Bars; New American,Queens,12.0,A
wRHUJ69-f4CiV5BRY72mUg,aqua boil,4.4,785,Seafood; Cajun/Creole; Comfort Food,Manhattan,12.0,A
MSa1rpEQ_u3C-zrvo984Pw,nisi,3.7,132,Breakfast & Brunch; American; Seafood,Manhattan,12.0,A
S-BwjmHOZ--bC4nUR4-cmA,oceana,3.8,710,Seafood,Manhattan,12.0,A
b8a-8u_A51v2IzyjLVsx6w,del frisco's double eagle steakhouse,4.2,3633,Steakhouses; New American; Seafood,Manhattan,12.0,A
aSFBv64GBpMOFPqIleeQFQ,lure fishbar,3.9,2040,Seafood; Sushi Bars; Bars,Manhattan,12.0,A
FG3toTBOTyfVTePW5RuWSw,jeffrey's grocery,4.0,574,Seafood; Bars; Breakfast & Brunch,Manhattan,12.0,A
zkqlyrVUYZaYpgiezUNKsw,the golden swan,3.8,25,Bars; Seafood; Fondue,Manhattan,12.0,A
vYGi3439teYg1wPzqVcHUA,grand banks,4.0,991,Bars; Seafood; New American,Manhattan,12.0,A
WoMVwgn3E265w37gAM4BRQ,do not disturb,3.7,67,Speakeasies; Seafood,Manhattan,12.0,A
bn3qRcfBg0YG1-zIR1hscA,drift in,4.0,168,Seafood; Bars,Manhattan,12.0,A
ePqKbqXFBCbwBaWiN2Jo9w,ampersand,4.3,274,Cocktail Bars; New American,Manhattan,12.0,A
K_RLEEEkMmlis5hteYlYUQ,majorelle,4.3,110,French,Manhattan,12.0,A
StK7kgjMbqns4344oTFf9Q,albert's bar,4.6,122,Cocktail Bars; New American; Breakfast & Brunch,Manhattan,12.0,A
r2tM5A3YU8m1prp-ji5KAQ,anassa taverna,4.1,59,Greek; Mediterranean,Manhattan,12.0,A
mRhXYcvIEp6DCD_5O3jVvA,terra mediterrania,4.4,72,Mediterranean,Manhattan,12.0,A
Cw7AFqulngjtirLYgVJTTQ,greek from greece,4.3,39,Greek; Cafes; Sandwiches,Manhattan,12.0,A
JEQ00qBAepe0oSiUBdfIew,taverna kyclades,4.2,2907,Seafood; Greek; Mediterranean,Queens,12.0,A
wPx4aNffBizdYmCG-WLKpQ,loukoumi taverna,4.3,594,Greek,Queens,12.0,A
Bn1mZhb501Tvf7_-Pfi9_g,korali estiatorio,4.0,277,Greek; Seafood,Manhattan,12.0,A
_AU96YHJM_CgFfw_QzpvAQ,blue sea taverna,4.0,223,Greek; Bars; Mediterranean,Queens,12.0,A
3kjqyRt4J-zPge-I9KOliA,greek xpress,4.2,45,Burgers; Greek; Sandwiches,Manhattan,12.0,A
KQ3b0rxCBnwKF0AHWjcJpg,amylos taverna,4.2,480,Seafood; Greek; Breakfast & Brunch,Queens,12.0,A
cUQD7DiehiiHcyv0TM5PEA,sunset diner,3.0,204,Diners; Breakfast & Brunch; Greek,Brooklyn,12.0,A
jAaVnUKLITkuhzwXIe0vLQ,cafe mogador,4.4,1524,Moroccan; Breakfast & Brunch; Mediterranean,Brooklyn,12.0,A
YDHUVTkQ5ioHaPOMVwQjWQ,dagon,4.2,291,Bars; Mediterranean; Tapas/Small Plates,Manhattan,12.0,A
wUEA8DWt518AtgeSvsmBbQ,acadia,4.1,81,Mediterranean,Manhattan,12.0,A
Rj2ACaJcbroJLPDhRhzvBw,shuka,4.3,1156,Mediterranean; Cocktail Bars; Breakfast & Brunch,Manhattan,12.0,A
TAANt0fPbfHqVP5LyMBioA,kashkaval garden,4.2,734,Mediterranean; Fondue; Tapas Bars,Manhattan,12.0,A
L-IuiVoFMDSw2K6OAciP1g,mamoun's falafel,4.2,2635,Middle Eastern; Falafel,Manhattan,12.0,A
kp5HpNxyJQGY13VDN-Yq9Q,qanoon,4.2,189,Middle Eastern; Mediterranean; Sandwiches,Manhattan,12.0,A
Om6KGbN524K6pu9IkPT0Rg,maite,4.2,226,Mediterranean; Wine Bars; Empanadas,Brooklyn,12.0,A
jj-KPSpNn94S5yHHkbpS0g,fotia mediterranean,4.3,27,Mediterranean,Manhattan,12.0,A
IxFTW7805MrWpbV4RbSFhw,little rascal,3.9,280,Middle Eastern; Turkish; Mediterranean,Manhattan,12.0,A
EX_kzzv2RNC_WwxaJ0ll9g,dua kafe,4.7,117,Cafes; Mediterranean; Modern European,Manhattan,12.0,A
XJ8mq5IE2LQ0AYq574KAIw,rebecca's,3.9,362,Venues & Event Spaces; Mediterranean; Desserts,Brooklyn,12.0,A
nELxK7TzX7bTCSBT79wWGA,istanbul bay,4.1,63,Mediterranean; Turkish,Brooklyn,12.0,A
20PuwdAiKJmyMBnYGTtHGg,terasa north ninth,4.1,87,Mediterranean; Bars; Tapas/Small Plates,Brooklyn,12.0,A
FVGTLWis-xBCrLmprgVXEg,miraj healthy grill,4.3,243,Persian/Iranian; Mediterranean; Halal,Manhattan,12.0,A
tiv6odgzBBGhJEsGcfnzGA,cafe mado,4.6,29,Cafes; Coffee & Tea; Italian,Brooklyn,12.0,A
vyoA8dxwScuMV_AsTcjQcg,l&b spumoni gardens,4.2,4923,Pizza; Italian,Brooklyn,12.0,A
llaJFX_qOWTrlcXBZR0RyA,bar mario,4.7,47,Italian; Bars,Brooklyn,12.0,A
aSprnLY-6GkMk1cuv0TMeA,al di la trattoria,4.0,994,Italian,Brooklyn,12.0,A
WjoxZN23w9rwMF-bsYDcRw,battle hill tavern,4.3,58,Pizza; Beer Bar; Italian,Brooklyn,12.0,A
b6Tpm0PsDqLYZFUuqNte-g,river deli,3.7,226,Italian,Brooklyn,12.0,A
Xw9YtynzF6G5Zyx-VpG5hg,amuni,4.8,84,Sicilian,Brooklyn,12.0,A
1mp7uP6Kz_Zz4UClVfnjFQ,testo,4.4,259,Italian; Gluten-Free; Breakfast & Brunch,Brooklyn,12.0,A
xxiV3-0t_gO1Ojo3xo73TQ,vineapple,4.3,188,Italian; Cocktail Bars; Breakfast & Brunch,Brooklyn,12.0,A
g_G6x2PplHfCyw5mcAVn4w,impasto,4.3,26,Pizza; Italian,Brooklyn,12.0,A
Yu31-BeC27cVc76jgKV1jw,lenny's clam bar,3.6,707,Seafood; Italian; Barbeque,Queens,12.0,A
tCXDUzDMjDhBfCAaA8dmCg,pastavino,4.4,177,Italian; Wine Bars,Staten Island,12.0,A
s5nPO911cYB2chdwqSqT9g,la nonna ristorante & bar,4.1,476,Italian; Bars,Brooklyn,12.0,A
7vq2CNM69sdrXrtbT2-qEQ,campania coal fired pizza,4.2,753,Pizza; Italian,Brooklyn,12.0,A
ON7ihGoWgZaBFDaLCYpk2Q,rome to brooklyn pizza,4.8,194,Pizza; Italian,Brooklyn,12.0,A
z_emTJ2d3kDEe8mz3w-KNw,alta calidad,4.1,290,Mexican,Brooklyn,12.0,A
s6yOBS18MWOT-dpYFEDhxg,the king of fish,4.6,122,Seafood; Tacos; Cocktail Bars,Brooklyn,12.0,A
znlol6dCKwjoXpZZwV_ZOg,nacho macho taco,4.3,249,Mexican,Brooklyn,12.0,A
gTlgBbwKW8XPxllVEQLRCA,tiny's cantina,4.3,88,Mexican; Cocktail Bars; Breakfast & Brunch,Brooklyn,12.0,A
hvMbN42EaHlZoHMS3degLg,sweet talk,3.8,315,Cocktail Bars; Hawaiian; Tacos,Brooklyn,12.0,A
3kDlekYKGTPXqiLIUcC6Ng,mama lupita's bistro,4.8,63,Mexican,Brooklyn,12.0,A
-fRgp3gv0-R6y9YOJX8ZVA,warude,4.1,175,Tacos; Ramen; Japanese Curry,Brooklyn,12.0,A
7_t9wAHVmPIBgchCDSuAVg,pico,4.3,415,Mexican; Bars; Salad,Queens,12.0,A
Xx-tBWUDuRJLXVchU93NxA,east coast street tacos,4.1,82,Tacos; Spanish; Fast Food,Brooklyn,12.0,A
gS5btad129j_4zN2_tOkhg,guac time mexican grill,4.0,11,Mexican,Brooklyn,12.0,A
iVkmxelFstmARvMbrVhlIQ,viva toro,3.6,121,Mexican; Latin American; Cocktail Bars,Brooklyn,12.0,A
jSjiUhpBpFvEIhxjkz1Fcw,bk taco factory,4.3,93,Tacos; Seafood,Brooklyn,12.0,A
Mnzqb7cdCG7m9AiahYXGhA,rinconcito domex,3.5,2,Dominican; Mexican,Brooklyn,12.0,A
ioUJB91aFWxlV--opOtVvA,leslie's kitchen,4.6,101,New American; Burgers; Mexican,Brooklyn,12.0,A
OxSXK_olb-GOMu-vINiCzw,sabor azteca,3.5,2,Mexican; American,Brooklyn,12.0,A
kH6xB8JzQrthhcnVlL5hwA,campos grill,4.2,10,Mexican,Brooklyn,12.0,A
QH3VbBAf7MlePoaipxT4pA,taqueria kermes,4.2,477,Mexican,Queens,12.0,A
ZpifrJsBsz7RUT1_Tyu9nQ,hot space,4.7,183,Szechuan; Seafood,Queens,12.0,A
W-i6X2KWxRjsG05CgIM9ow,hardee,4.0,14,Chinese,Brooklyn,12.0,A
tDYk6DmmU3buWBs9G0NBXQ,china restaurant,4.0,77,Chinese,Queens,12.0,A
f08g1HW-c5gW--3ZmYnEdQ,chun bai wei,5.0,7,Chinese; Noodles,Brooklyn,12.0,A
62Zho2ML9I5Ete6XDi9n4w,hainan jones,3.9,14,Chinese; Singaporean,Manhattan,12.0,A
vXoV9p9PwY1bSEG6MLC83g,ten seconds yunnan rice noodles,4.3,151,Chinese; Noodles,Brooklyn,12.0,A
AMY37PR_TxcCX8hmybYvmA,peking kitchen,4.0,1,Chinese,Bronx,12.0,A
vB2JQHfnLJw9nEh66MgE2g,friendship bbq,3.1,7,Barbeque; Chinese,Queens,12.0,A
BAKjtydOJj6KrsGCo-6DEQ,wing hing chinese restaurant,3.9,23,Chinese,Brooklyn,12.0,A
bfGVRuAFwgXl4ITwmik59w,shoo loong kan,4.3,4,Hot Pot; Seafood; Szechuan,Queens,12.0,A
LfSpiKXmqk0cMOHZZ7EEWg,bk asian express,4.5,2,Chinese; Noodles; Soup,Brooklyn,12.0,A
wxaHK5BNaWBGqkGUbMFizA,momo test kitchen,4.6,27,Japanese; Comfort Food; Sushi Bars,Brooklyn,12.0,A
tLJ5zpZjGZAJExDTSvjtGA,omakase sushi by hiro,4.6,98,Sushi Bars; Japanese,Brooklyn,12.0,A
GQMD_BIOemVL7HFN5lfnBg,izakaya sushi & lounge,4.1,32,Japanese; Sushi Bars; Seafood,Brooklyn,12.0,A
lBdpfyto6mqFIuEBbXWmDw,south slope ramen,4.0,122,Ramen,Brooklyn,12.0,A
tT6teP3ZfCAfvdPdDoqG4A,ki sushi,4.2,813,Sushi Bars; Japanese,Brooklyn,12.0,A
0bMf8p1XhAJw8L5nhW5C6A,happy canteen,4.6,46,Sushi Bars; Japanese,Brooklyn,12.0,A
aoqtpMb3jmIyuIBU3Sp0qg,gohan sushi,4.5,59,Japanese; Sushi Bars,Brooklyn,12.0,A
Z0wbteq3bmaeI4mUgCdt8g,rockmeisha,4.8,16,Izakaya,Manhattan,12.0,A
OVAV0k2O1kqeuRFyt95qzg,ma kin,4.3,139,Thai; Noodles,Queens,12.0,A
mpD_kUFo8POQDLoLgRSfCg,sage,3.7,726,Thai,Brooklyn,12.0,A
1dvJm3EZLh9iejUbNmTbLQ,syko,4.5,61,Syrian; Korean,Brooklyn,12.0,A
uveIrjfs3ALv92PtpUKvjA,eats & poke,2.6,12,Bubble Tea; Poke; Korean,Brooklyn,12.0,A
YxCLC_Jv5svNgfJdwu9rJg,cafe de novo,2.9,114,Korean; Pizza; Breakfast & Brunch,Manhattan,12.0,A
3GYAtJo-YgEQpFDQBX0dJg,the kunjip,2.8,1300,Korean; Barbeque,Manhattan,12.0,A
ZqOxAKVZEZTa4XS4zthp3Q,bombay grill,4.5,319,Indian,Brooklyn,12.0,A
EKY8DwZVWpkgv6IWrepbWg,namaste,4.3,377,Indian,Queens,12.0,A
6lHhC-WND3Vs2DhTnDtgjQ,taza mkt,4.7,73,Indian,Brooklyn,12.0,A
Nt7vyXyaxnyXpP4NNgrSvw,joy indian restaurant,3.8,751,Indian,Brooklyn,12.0,A
tHp5k-JwNsv-287zKg3BYA,kolkata chai co,4.5,6,Coffee & Tea; Indian,Manhattan,12.0,A
SB4t6vWpxlVQAfCQ3oC1BQ,curry heights,3.4,313,Indian; Seafood; Chicken Shop,Brooklyn,12.0,A
swKXaURwqdSrSTcpHsxdbA,lowerline,4.6,288,Cajun/Creole; Seafood; Southern,Brooklyn,12.0,A
2NkffwHA0ykhyjpzZCwc7Q,anything,4.7,3,Pizza; Seafood; Cocktail Bars,Brooklyn,12.0,A
X26cZWGkDD0ynK6bgcFg_A,okey,4.7,9,Empanadas; Seafood; Steakhouses,Brooklyn,12.0,A
5P3SqR7aSjGsJaIxzm1i7g,island shack,4.2,44,Caribbean; Salad; Seafood,Brooklyn,12.0,A
Ch_m0ZPPzFJF7oi6dyk1Yw,crab shack seafood boil,4.1,40,Seafood; Southern,Queens,12.0,A
263x6ZLWynqtNiU53cKv9g,pitkin seafood,3.7,53,Seafood,Brooklyn,12.0,A
Y331N32AeN-s5fFRe-bLuA,achilles heel,3.6,101,Seafood; Cocktail Bars,Brooklyn,12.0,A
P2bxlKAmRWZIpHdJ_JT3fg,east harbor seafood palace,4.2,866,Seafood; Desserts; Cocktail Bars,Brooklyn,12.0,A
9oTmMP7tuIeiASWGNdpdSg,clarendon cuisine,1.0,1,Juice Bars & Smoothies; Seafood; Breakfast & Brunch,Brooklyn,12.0,A
9OKc9dAnIVmBWae_x8a0bg,chadwick's,4.2,354,American; Steakhouses; Seafood,Brooklyn,12.0,A
U1MA_TtQm3BB-Bf74Kklbw,chateau de capitaine,4.0,166,Seafood; Modern European; French,Brooklyn,12.0,A
pv-3xVY5cNpS4Xwqw3oLNQ,la caleta ecuatoriana,4.1,7,Seafood,Brooklyn,12.0,A
dt5ze7syLkALVI3DQfHp_A,loqma cafe,3.6,27,Turkish; Cafes; Seafood,Brooklyn,12.0,A
TWTRkJZboGubnY-LQKwWPA,istanblue kebab house,3.7,21,Mediterranean; Seafood; Salad,Brooklyn,12.0,A
BjOcAXbQw0uP1B7zXcf8jw,the canary,4.7,40,Bars; Salad; Sandwiches,Brooklyn,12.0,A
ts_ylhPR_qFQ87uAZrYVvQ,altar,4.5,91,Cocktail Bars; Wine Bars; Tapas/Small Plates,Brooklyn,12.0,A
DOdamkEm9JWR9s6VH_NuOQ,mayfield,4.0,648,New American; Breakfast & Brunch,Brooklyn,12.0,A
4RDXhgFz01o-En80f5nLag,dar525,4.9,17,Mediterranean,Brooklyn,12.0,A
CoC_aCC3qKQuKrmZiV7DjA,the munchies,4.6,120,Fast Food; Halal; Chicken Wings,Brooklyn,12.0,A
LM12oakm43baRfnORNnTXQ,the swan,4.5,10,Sports Bars; Chicken Wings,Brooklyn,12.0,A
_PGwWwpU4OrLBgdNainzoA,bar goto niban,4.3,44,Cocktail Bars; Tapas/Small Plates,Brooklyn,12.0,A
m6WOGq7BSB8YPjKoOpNTLQ,cafe tibet,4.1,398,Himalayan/Nepalese,Brooklyn,12.0,A
9pI_G9xGiTY4YCcfe9eoPA,french louie,4.0,498,French,Brooklyn,12.0,A
RXX8EgFdSFl_uEyq7FhcNg,skytown,4.0,303,New American; Bars; Cafes,Brooklyn,12.0,A
93I-xMrwjGzLZBFJkYlSQQ,hilltop tavern,4.5,16,Burgers; Breakfast & Brunch; Sandwiches,Brooklyn,12.0,A
samBmcA_ysePpw5VYWgxdg,the castello plan,3.8,435,New American; Breakfast & Brunch; Cocktail Bars,Brooklyn,12.0,A
l2u-IHL-rNz0uvn6-UC-Rw,diner,3.8,820,Diners; New American; Breakfast & Brunch,Brooklyn,12.0,A
Fhx9OaI3XP8BsyDkQ5BvWQ,pho table,4.5,98,Vietnamese; Asian Fusion; Coffee & Tea,Brooklyn,12.0,A
GSaBi8jPsuQFa7YwYlihjA,la vara,4.0,443,Spanish,Brooklyn,12.0,A
F03s35DqDueVd3L7tr26ag,maloya,4.7,20,French; Cajun/Creole; Cocktail Bars,Brooklyn,12.0,A
ui4Hhq2duXIZLuzev9531g,otway,3.9,142,New American; Wine Bars; Breakfast & Brunch,Brooklyn,12.0,A
SChgaLrQNKLd-Noei1Tocw,peppa's jerk chicken restaurant,3.8,306,Caribbean; Chicken Shop,Brooklyn,12.0,A
92dWW-9ConZAPCshPlQTrw,fat rabbit,4.2,26,New American,Brooklyn,12.0,A
RyVOeKAWLT2srJqpGNFHXw,brasserie le mistral,4.2,143,French; Breakfast & Brunch; Wine Bars,Brooklyn,12.0,A
8JDwcklaawqYprHg0c9aIA,the brooklyn tree,4.4,230,Comfort Food; New American; Breakfast & Brunch,Brooklyn,12.0,A
BBPiBgyMmLX5RzaKCB0AeQ,llama inn,3.8,776,Peruvian; Bars,Brooklyn,12.0,A
TJhgvNJuAzmyYzaMyMnN0Q,village grill,3.9,202,Greek; American,Queens,12.0,A
dT4fl34s1MQaLQARc5BSFw,agora taverna,3.6,741,Greek; Seafood; Mediterranean,Queens,12.0,A
CLSiixHnQK_3fZpEvfhA8Q,falafel tanami,4.8,86,Falafel,Brooklyn,12.0,A
PyhRAS0UuYeAlah1dScfPA,bakery by textbook,5.0,5,Bakeries; Coffee & Tea; Mediterranean,Brooklyn,12.0,A
8YRYzzlimC1AUsYwteQx2g,zamzam halal,5.0,2,Mediterranean; Halal; Chicken Wings,Brooklyn,12.0,A
47J3jLkclOMXExoPoIpnag,levantine,4.6,261,Mediterranean; Middle Eastern; Cocktail Bars,Brooklyn,12.0,A
wYmb7YpPwlchsYEPHzgcdQ,the rusty face,4.5,90,Mediterranean; Tapas Bars; Cocktail Bars,Brooklyn,12.0,A
9meUV_lq0wzBJ1cNQWm6ew,taste of akko,5.0,11,Kosher; Middle Eastern; Falafel,Brooklyn,12.0,A
i4TzhIY8z0KIaBBH1iLZLA,il poeta,4.1,340,Italian; Wine Bars,Queens,12.0,A
xlnND-F94Z5OlXlq-bqrhg,benateri's italian gourmet deli,4.4,208,Delis; Sandwiches; Italian,Queens,12.0,A
H_2eulQDqsESgWYgFcEc-w,mercato lic,4.9,10,Italian; Wine Bars; Breakfast & Brunch,Queens,12.0,A
kvFHJYo9rXuqgJkPIlHJeg,il nocello ristorante italiano,4.1,77,Italian,Queens,12.0,A
UjzSeETESWzramhdOdWKKQ,tartina,4.0,362,Italian,Manhattan,12.0,A
5W4BrLrWZAgorlVknNnxGQ,lucia pizza,4.5,11,Italian; Pizza; Salad,Queens,12.0,A
SbjbIDBB9JQJBvG5InsGwg,masseria east,3.9,34,Italian,Manhattan,12.0,A
wT_-RVwMoiPAL9L191Zjvg,botte bar,4.4,183,Cocktail Bars; Wine Bars; Italian,Queens,12.0,A
JBthOvTegHbrLDiVaCAy5Q,bigoi venezia,4.6,399,Italian; Pasta Shops,Manhattan,12.0,A
mYQMjrtHp8vsEKKNsRz1XA,union pizza works,4.2,311,Italian; Pizza,Brooklyn,12.0,A
s-IzpDx-sFdo-3DMN1SlsQ,mas tortilla,4.2,97,Mexican,Queens,12.0,A
gCgs7jvLL__s4tzQUK0s9A,nuevo tacos al suadero,3.7,7,Tacos,Queens,12.0,A
lzYVfr6mV1fgQVBQRDyMlg,burrito blvd,4.1,102,Mexican,Queens,12.0,A
j4dGkqL-OK9YH8Sl2eOWEg,5 burro cafe,3.6,1617,Mexican; Cocktail Bars,Queens,12.0,A
zNcDCPiUsE5aT6jyaCVtmA,fresco's cantina,4.3,308,Mexican,Queens,12.0,A
zKHwwoB7h44xoEYoZ_oyDg,la casita mexicana,4.2,98,Mexican,Queens,12.0,A
vvev861zA81pk7GluKMddw,tacos al suadero,3.5,45,Mexican,Queens,12.0,A
